char,cong,irred,nu-invariants,ideals
2,2,True,1,"ideal(x^5,y^6)"
3,3,True,"1, 2","ideal(x^3,y^4), ideal(x^6,x^3*y^4,y^8)"
5,5,True,"1, 2, 3, 4","ideal(y^2,x^2), ideal(x^2*y^2,x^4,y^5), ideal(x^4*y^2,x^6,y^7,x^2*y^5), ideal(x^6*y^2,x^8,x^2*y^7,x^4*y^5,y^10)"
7,7,True,"1, 2, 3, 4, 5, 6","ideal(y,x), ideal(x*y,x^2,y^3), ideal(x^2*y,x*y^3,x^4,y^5), ideal(x^2*y^3,x^4*y,x^5,x*y^5,y^7), ideal(x^5*y,x^2*y^5,x^4*y^3,x^7,x*y^7,y^9), ideal(x^5*y^3,x^7*y,x^8,x^2*y^7,x^4*y^5,x*y^9,y^11)"
11,11,True,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5), ideal(x*y^5,x^2*y^4,x^3*y^3,x^4*y^2,x^5*y,x^6,y^7), ideal(x^2*y^5,x^3*y^4,x^4*y^3,x^5*y^2,x^6*y,x^7,y^8,x*y^7), ideal(x^3*y^5,x^4*y^4,x^5*y^3,x^6*y^2,x^7*y,x^8,y^9,x*y^8,x^2*y^7), ideal(x^4*y^5,x^5*y^4,x^6*y^3,x^7*y^2,x^8*y,x^9,y^10,x*y^9,x^2*y^8,x^3*y^7)"
13,13,True,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(x^3*y,x^4,y^5,x*y^4,x^2*y^3), ideal(x^3*y^2,x^4*y,x^5,y^6,x*y^5,x^2*y^4), ideal(x^3*y^3,x^4*y^2,x^5*y,x^6,y^7,x*y^6,x^2*y^5), ideal(x^6,x^3*y^4,x^4*y^3,x^5*y^2,y^8,x*y^7,x^2*y^6), ideal(x^6*y,x^7,x^3*y^5,x^4*y^4,x^5*y^3,y^9,x*y^8,x^2*y^7), ideal(x^6*y^2,x^7*y,x^8,x^3*y^6,x^4*y^5,x^5*y^4,y^10,x*y^9,x^2*y^8), ideal(x^6*y^3,x^7*y^2,x^8*y,x^9,x^3*y^7,x^4*y^6,x^5*y^5,y^11,x*y^10,x^2*y^9)"
17,17,True,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x*y,x^2,y^3), ideal(x^2,y^3,x*y^2), ideal(x^2*y,x^3,y^4,x*y^3), ideal(x*y^3,x^2*y^2,x^3*y,x^4,y^5), ideal(x^4,x*y^4,x^2*y^3,x^3*y^2,y^6), ideal(x^2*y^3,x^4*y,x^5,y^6,x*y^5), ideal(x^5,x^2*y^4,x^3*y^3,x^4*y^2,y^7,x*y^6), ideal(x^5*y,x^6,x*y^6,x^2*y^5,x^3*y^4,x^4*y^3,y^8), ideal(x^4*y^3,x^5*y^2,x^6*y,x^7,x*y^7,x^2*y^6,x^3*y^5,y^9), ideal(x^7,x^2*y^6,x^4*y^4,x^5*y^3,x^6*y^2,y^9,x*y^8), ideal(x^5*y^3,x^7*y,x^8,x^2*y^7,x^3*y^6,x^4*y^5,y^10,x*y^9), ideal(x^8,x^5*y^4,x^6*y^3,x^7*y^2,x*y^9,x^2*y^8,x^3*y^7,x^4*y^6,y^11)"
19,19,True,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18","ideal 1, ideal(y,x), ideal(x,y^2), ideal(y^2,x*y,x^2), ideal(x^2,y^3,x*y^2), ideal(x*y^2,x^2*y,x^3,y^4), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(x^2*y^2,x^3*y,x^4,y^5,x*y^4), ideal(x^4,x*y^4,x^2*y^3,x^3*y^2,y^6), ideal(x^3*y^2,x^4*y,x^5,y^6,x*y^5,x^2*y^4), ideal(x^5,x^2*y^4,x^3*y^3,x^4*y^2,y^7,x*y^6), ideal(x^4*y^2,x^5*y,x^6,x*y^6,x^2*y^5,x^3*y^4,y^8), ideal(x^6,x^3*y^4,x^4*y^3,x^5*y^2,y^8,x*y^7,x^2*y^6), ideal(x^5*y^2,x^6*y,x^7,x^2*y^6,x^3*y^5,x^4*y^4,y^9,x*y^8), ideal(x^7,x^4*y^4,x^5*y^3,x^6*y^2,x*y^8,x^2*y^7,x^3*y^6,y^10), ideal(x^6*y^2,x^7*y,x^8,x^3*y^6,x^4*y^5,x^5*y^4,y^10,x*y^9,x^2*y^8), ideal(x^8,x^5*y^4,x^6*y^3,x^7*y^2,x^2*y^8,x^3*y^7,x^4*y^6,y^11,x*y^10)"
23,23,True,"3, 5, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(x*y^3,x^2*y^2,x^3*y,x^4,y^5), ideal(x^3*y,x^4,y^5,x*y^4,x^2*y^3), ideal(x^2*y^3,x^3*y^2,x^4*y,x^5,y^6,x*y^5), ideal(x^3*y^2,x^4*y,x^5,y^6,x*y^5,x^2*y^4), ideal(x^3*y^3,x^4*y^2,x^5*y,x^6,y^7,x*y^6,x^2*y^5), ideal(x^6,x^3*y^4,x^4*y^3,x^5*y^2,y^8,x*y^7,x^2*y^6), ideal(x^4*y^3,x^5*y^2,x^6*y,x^7,x*y^7,x^2*y^6,x^3*y^5,y^9), ideal(x^6*y,x^7,x^3*y^5,x^4*y^4,x^5*y^3,y^9,x*y^8,x^2*y^7), ideal(x^5*y^3,x^6*y^2,x^7*y,x^8,x^2*y^7,x^3*y^6,x^4*y^5,y^10,x*y^9), ideal(x^6*y^2,x^7*y,x^8,x^3*y^6,x^4*y^5,x^5*y^4,y^10,x*y^9,x^2*y^8), ideal(x^6*y^3,x^7*y^2,x^8*y,x^9,x^3*y^7,x^4*y^6,x^5*y^5,y^11,x*y^10,x^2*y^9)"
29,29,True,"4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","ideal 1, ideal(y,x), ideal(x,y^2), ideal(y^2,x*y,x^2), ideal(x*y,x^2,y^3), ideal(x^2,y^3,x*y^2), ideal(x*y^2,x^2*y,x^3,y^4), ideal(x^2*y,x^3,y^4,x*y^3), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(x^2*y^2,x^3*y,x^4,y^5,x*y^4), ideal(x^3*y,x^4,y^5,x*y^4,x^2*y^3), ideal(x^4,x*y^4,x^2*y^3,x^3*y^2,y^6), ideal(x^3*y^2,x^4*y,x^5,y^6,x*y^5,x^2*y^4), ideal(x^4*y,x^5,x*y^5,x^2*y^4,x^3*y^3,y^7), ideal(x^5,x^2*y^4,x^3*y^3,x^4*y^2,y^7,x*y^6), ideal(x^4*y^2,x^5*y,x^6,x*y^6,x^2*y^5,x^3*y^4,y^8), ideal(x^5*y,x^6,x^2*y^5,x^3*y^4,x^4*y^3,y^8,x*y^7), ideal(x^6,x^3*y^4,x^4*y^3,x^5*y^2,y^8,x*y^7,x^2*y^6), ideal(x^5*y^2,x^6*y,x^7,x^2*y^6,x^3*y^5,x^4*y^4,y^9,x*y^8), ideal(x^6*y,x^7,x^3*y^5,x^4*y^4,x^5*y^3,y^9,x*y^8,x^2*y^7), ideal(x^7,x^4*y^4,x^5*y^3,x^6*y^2,x*y^8,x^2*y^7,x^3*y^6,y^10), ideal(x^6*y^2,x^7*y,x^8,x^3*y^6,x^4*y^5,x^5*y^4,y^10,x*y^9,x^2*y^8), ideal(x^7*y,x^8,x^4*y^5,x^5*y^4,x^6*y^3,x*y^9,x^2*y^8,x^3*y^7,y^11), ideal(x^8,x^5*y^4,x^6*y^3,x^7*y^2,x^2*y^8,x^3*y^7,x^4*y^6,y^11,x*y^10)"
