char,cong,irred,nu-invariants,ideals
2,2,False,1,"ideal(x,y^4)"
3,3,False,"1, 2","ideal(y^3+x), ideal(y^6-x*y^3+x^2)"
5,5,False,"1, 2, 3, 4","ideal 1, ideal(y,x), ideal(x,y^3), ideal(x*y,x^2,y^5)"
7,7,False,"2, 3, 4, 5, 6","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x*y,x^2,y^3), ideal(x^2,x*y^2,y^5)"
11,11,False,"4, 5, 6, 7, 8, 9, 10","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
13,13,False,"5, 6, 8, 9, 10, 11, 12","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^4), ideal(x^2,x*y^2,y^5)"
17,-10,False,"6, 8, 10, 12, 14, 16","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
19,-8,False,"8, 10, 12, 14, 16, 18","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
23,-4,False,"9, 12, 14, 17, 19, 20, 22","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5)"
29,2,False,"12, 15, 18, 21, 22, 25, 28","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
31,4,False,"13, 16, 20, 23, 26, 27, 30","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^4), ideal(x^2,x*y^2,y^5)"
37,10,False,"16, 20, 24, 28, 32, 36","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
41,-13,False,"17, 22, 26, 31, 35, 36, 40","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5)"
43,-11,False,"18, 23, 28, 32, 33, 37, 42","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
47,-7,False,"20, 25, 30, 35, 36, 41, 46","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
53,-1,False,"22, 28, 34, 40, 46, 52","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
59,5,False,"25, 32, 38, 45, 51, 52, 58","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5)"
61,7,False,"26, 33, 40, 46, 47, 53, 60","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
67,13,False,"29, 36, 44, 51, 58, 59, 66","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^4), ideal(x^2,x*y^2,y^5)"
71,-10,False,"30, 38, 46, 54, 62, 70","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
73,-8,False,"32, 40, 48, 56, 64, 72","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
79,-2,False,"34, 43, 52, 60, 61, 69, 78","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
83,2,False,"36, 45, 54, 63, 64, 73, 82","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
89,8,False,"38, 48, 58, 68, 78, 88","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
97,-11,False,"42, 53, 64, 74, 75, 85, 96","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5)"
